fname,lname,DOB,age,instaID,instaURL,email,contactNo,password,Followers,likes,views,engagementRate,city,state,accepted
Tamannaah,Bhatia,11-2-01,22,tamannaahspeaks,https://www.instagram.com/tamannaahspeaks/,peggie_nader86@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"15,500,000.00","135,050.00","157,350.00",1.74,Chennai,Tamilnadu,1
Sai,Pallavi,2-4-97,25,saipallavi.senthamarai,https://www.instagram.com/saipallavi.senthamarai/,eino89@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"5,200,000.00","407,800.00","467,500.00",15.68,Chennai,Tamilnadu,1
Mahesh,Babu,13-6-01,21,urstrulymahesh,https://www.instagram.com/urstrulymahesh/,marty24@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"7,800,000.00","275,000.00","302,950.00",7.05,Chennai,Tamilnadu,1
Prabhas,Prabhas,11-2-01,22,actorprabhas,https://www.instagram.com/actorprabhas/,allan74@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"7,800,000.00","257,450.00","288,350.00",6.60,Chennai,Tamilnadu,1
Genelia,Deshmukh,7-8-99,23,geneliad,https://www.instagram.com/geneliad/,chad.kirlin26@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"9,200,000.00","195,800.00","242,700.00",4.26,Chennai,Tamilnadu,1
Dean,Schneider,11-2-01,22,dean.schneider,https://www.instagram.com/dean.schneider/,loyce40@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,000,000.00","171,900.00","220,100.00",3.44,Chennai,Tamilnadu,1
Suresh,Raina,11-2-01,22,sureshraina3,https://www.instagram.com/sureshraina3/,burley.jenkins@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"18,600,000.00","103,050.00","116,500.00",1.11,Chennai,Tamilnadu,1
Anjali,Arora,2-4-97,25,anjimaxuofficially,https://www.instagram.com/anjimaxuofficially/,alford.price@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,400,000.00","163,300.00","208,300.00",3.14,Chennai,Tamilnadu,1
Riteish,Deshmukh,13-6-01,21,riteishd,https://www.instagram.com/riteishd/,joe41@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"13,300,000.00","136,750.00","159,700.00",2.06,Chennai,Tamilnadu,1
jasprit,bumrah,11-2-01,22,jaspritb1,https://www.instagram.com/jaspritb1/,lula27@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"9,400,000.00","194,500.00","223,550.00",4.14,Chennai,Tamilnadu,1
David,Warner,7-8-99,23,davidwarner31,https://www.instagram.com/davidwarner31/,noble_smith89@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"8,500,000.00","208,650.00","245,300.00",4.91,Panji,Goa,1
Shikhar,Dhawan,11-2-01,22,shikhardofficial,https://www.instagram.com/shikhardofficial/,enrique52@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,300,000.00","167,000.00","191,000.00",3.24,Panji,Goa,1
Tom,Cruise,11-2-01,22,tomcruise,https://www.instagram.com/tomcruise/,brandi.lynch88@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"6,100,000.00","229,800.00","319,250.00",7.53,Panji,Goa,1
Nidhhi,Agerwal,2-4-97,25,nidhhiagerwal,https://www.instagram.com/nidhhiagerwal/,jena_purdy@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"18,400,000.00","85,450.00","102,200.00",0.93,Panji,Goa,1
Courteney,Cox,13-6-01,21,courteneycoxofficial,https://www.instagram.com/courteneycoxofficial/,edmund.metz32@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"12,000,000.00","116,800.00","154,300.00",1.95,Panji,Goa,1
DILJIT,DOSANJH,11-2-01,22,diljitdosanjh,https://www.instagram.com/diljitdosanjh/,lora.berge@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"12,600,000.00","121,000.00","145,500.00",1.92,Panji,Goa,1
Álvaro,Morte,7-8-99,23,alvaromorte,https://www.instagram.com/alvaromorte/,janiya_luettgen18@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"12,500,000.00","106,350.00","145,600.00",1.70,Panji,Goa,1
Shilpa,Shetty,11-2-01,22,theshilpashetty,https://www.instagram.com/theshilpashetty/,judson.waelchi@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"24,200,000.00","64,650.00","74,900.00",0.53,Panji,Goa,1
Aishwarya,Rai,11-2-01,22,aishwaryaraibachchan_arb,https://www.instagram.com/aishwaryaraibachchan_arb/,corrine5@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"9,900,000.00","140,750.00","179,500.00",2.84,Panji,Goa,1
Nita,Shilimkar,2-4-97,25,nita_shilimkar,https://www.instagram.com/nita_shilimkar/,deangelo_grimes29@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"9,500,000.00","140,050.00","185,350.00",2.95,Indore,Madhya Pradesh,1
Kajol,Devgan,13-6-01,21,kajol,https://www.instagram.com/kajol/,emerson32@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"12,100,000.00","111,950.00","138,600.00",1.85,Indore,Madhya Pradesh,1
Sonam,Kapoor,11-2-01,22,sonamkapoor,https://www.instagram.com/sonamkapoor/,sebastian.satterfield@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"31,700,000.00","42,950.00","51,400.00",0.27,Indore,Madhya Pradesh,1
Yuvraj,Singh,7-8-99,23,yuvisofficial,https://www.instagram.com/yuvisofficial/,jermaine.kozey20@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"13,000,000.00","104,600.00","124,900.00",1.61,Indore,Madhya Pradesh,1
Francia,James,11-2-01,22,francety,https://www.instagram.com/francety/,jimmy95@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,000,000.00","122,050.00","159,750.00",2.44,Indore,Madhya Pradesh,1
Yami,Gautam,11-2-01,22,yamigautam,https://www.instagram.com/yamigautam/,kade_yundt@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"14,700,000.00","91,400.00","106,250.00",1.24,Indore,Madhya Pradesh,1
Joe,Anoai,2-4-97,25,romanreigns,https://www.instagram.com/romanreigns/,helena_welch@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"5,800,000.00","208,300.00","271,000.00",7.18,Indore,Madhya Pradesh,1
Jennifer,Winget,13-6-01,21,jenniferwinget1,https://www.instagram.com/jenniferwinget1/,ava_feest@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"11,800,000.00","105,600.00","128,400.00",1.79,Indore,Madhya Pradesh,1
Mia,Malkova,11-2-01,22,mia_malkova,https://www.instagram.com/mia_malkova/,roscoe_mcdermott@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,600,000.00","102,050.00","142,450.00",1.93,Agra,Uttarpradesh,1
Sidhu,Moosewala,7-8-99,23,sidhu_moosewala,https://www.instagram.com/sidhu_moosewala/,maria64@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"6,900,000.00","185,150.00","224,300.00",5.37,Agra,Uttarpradesh,1
Ivanka,Trump,11-2-01,22,ivankatrump,https://www.instagram.com/ivankatrump/,era.hayes39@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"7,500,000.00","167,100.00","207,150.00",4.46,Agra,Uttarpradesh,1
Anne,Marie,11-2-01,22,annemarie,https://www.instagram.com/annemarie/,novella.powlowski@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"9,000,000.00","118,750.00","166,200.00",2.64,Agra,Uttarpradesh,1
Esra,Bilgiç,2-4-97,25,esbilgic,https://www.instagram.com/esbilgic/,arch_hilll@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"6,600,000.00","176,050.00","224,000.00",5.33,Agra,Uttarpradesh,1
Bebe,Rexha,13-6-01,21,beberexha,https://www.instagram.com/beberexha/,janie24@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,800,000.00","85,400.00","126,050.00",1.58,Agra,Uttarpradesh,1
Arman,Malik,11-2-01,22,armaanmalik,https://www.instagram.com/armaanmalik/,margot_rempel@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"11,400,000.00","103,600.00","119,800.00",1.82,Agra,Uttarpradesh,1
Shruti,Haasan,7-8-99,23,shrutzhaasan,https://www.instagram.com/shrutzhaasan/,minnie.kunde44@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"18,800,000.00","59,650.00","71,900.00",0.63,Agra,Uttarpradesh,1
Shivangi,Joshi,11-2-01,22,shivangijoshi18,https://www.instagram.com/shivangijoshi18/,katelin.graham27@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"6,000,000.00","187,750.00","225,900.00",6.26,Shrinagar,Kashmir,1
Nivetha,Thomas,11-2-01,22,i_nivethathomas,https://www.instagram.com/i_nivethathomas/,jennie_sanford81@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"5,700,000.00","202,250.00","228,750.00",7.10,Shrinagar,Kashmir,1
Suriya,Sivakumar,2-4-97,25,actorsuriya,https://www.instagram.com/actorsuriya/,raina71@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"4,000,000.00","253,150.00","328,800.00",12.66,Shrinagar,Kashmir,1
Divyanka,Tripathi,13-6-01,21,divyankatripathidahiya,https://www.instagram.com/divyankatripathidahiya/,marie87@yahoo.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"18,500,000.00","60,300.00","69,200.00",0.65,Shrinagar,Kashmir,1
Ravindrasinh,jadeja,11-2-01,22,ravindra.jadeja,https://www.instagram.com/ravindra.jadeja/,cydney.walter@hotmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"4,200,000.00","242,400.00","298,400.00",11.54,Shrinagar,Kashmir,1
Rishabh,Pant,7-8-99,23,rishabpant,https://www.instagram.com/rishabpant/,taya_haag@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"5,700,000.00","182,650.00","216,900.00",6.41,Shrinagar,Kashmir,1
Sahil,Khan,11-2-01,22,sahilkhan,https://www.instagram.com/sahilkhan/,cornell.corwin96@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"10,100,000.00","88,250.00","119,900.00",1.75,Shrinagar,Kashmir,1
Shakti,Mohan,11-2-01,22,mohanshakti,https://www.instagram.com/mohanshakti/,keara_predovic@gmail.com,9960930245,$2a$12$jmId.AHqWyaLcNq.CuCDqe232wMdDMoD8TIS5tF5bk3DdwfRerTea,"13,700,000.00","73,200.00","87,750.00",1.07,Shrinagar,Kashmir,1
